code UIC complet;libellé point d'arrêt;libellé;libellé STIF (info voyageurs);libellé SMS gare;nom gare;adresse;code INSEE commune;commune;X;Y;Guichet adapté PMR;Boucle magnétique;Portes automatiques d'accès au BV;Bandes d'éveil de vigilance ;CAB Passage Elargi Contrôlé (nombre);Nombre d'ascenceurs (1);Escaliers mécaniques (Nbre);Abris à vélos (Nombre) ;Gare non SNCF
87546226;LES SAULES;LES SAULES;GARE DES SAULES;Les Saules;Saules (Les);Voie les Saules 94310   Orly ;94054; Orly;605946;2416325;0;1;0;0;Pas de CAB;0;;0;0
87386300;LES VALLEES;LES VALLEES;GARE DES VALLEES;Les Vallées;Vallées (Les);Place des la gare des Vallées 92250 La Garenne Colombes;92035; La Garenne-Colombes;594232;2435024;0;1;0;0;Pas de CAB;0;;1;0
87113803;LES YVRIS - NOISY LE GRAND;LES YVRIS NOISY LE GRAND;GARE DES YVRIS NOISY LE GRAND;Les Yvris;Yvris-Noisy-le-Grand (Les);avenue du bois St Martin 93160 Noisy le Grand;93051; Noisy-le-Grand;617874;2425006;0;1;0;1;Pas de CAB;0;2;1;0
87382473;L'ETANG LA VILLE;L'ETANG LA VILLE;GARE DE L ETANG LA VILLE;L'Etang-la-V;;;78224; L'Etang-la-Ville;580936;2430013;0;0;0;0;Pas de CAB;0;;1;0
87381210;LIANCOURT SAINT PIERRE;LIANCOURT SAINT PIERRE;GARE DE LIANCOURT ST PIERRE;;;;60361; Liancourt-Saint-Pierre;568575;2469267;;;;;;;;;0
87682153;LIEUSAINT MOISSY;LIEUSAINT MOISSY;GARE DE LIEUSAINT MOISSY;Lieusaint M.;Lieusaint-Moissy;Gare SNCF 77127 Lieusaint;77296; Moissy-Cramayel;617223;2403341;1;1;1;1;2;3;3;0;0
87381582;LIMAY;LIMAY;GARE DE LIMAY;Limay;Limay;Boulevard Pasteur 78520 Limay;78335; Limay;556834;2443052;0;1;0;0;Pas de CAB;0;;0;0
87276527;L'ISLE ADAM PARMAIN;L'ISLE ADAM PARMAIN;GARE DE L ISLE ADAM PARMAIN;L'Isle Adam;Isle-Adam-Parmain (L');Rue Raymond Poincaré, 95290 Parmain;95480; Parmain;590727;2457350;0;1;0;0;Pas de CAB;0;;1;0
87682401;LIVRY SUR SEINE;LIVRY SUR SEINE;GARE DE LIVRY SUR SEINE;;Livry-sur-Seine;Rue de Melun 77000 Livry-sur- Seine;77255; Livry-sur-Seine;625330;2390205;0;0;0;0;Pas de CAB;0;;1;0
87116632;LIZY SUR OURCQ;LIZY SUR OURCQ;GARE DE LIZY SUR OURCQ;;;;77257; Lizy-sur-Ourcq;650871;2447274;0;1;0;1;Pas de CAB;0;;0;0
87758367;LOGNES;LOGNES;GARE DE LOGNES;;;;77258; Lognes;621858;2426771;;;;;;;;;1
87393611;LONGJUMEAU;LONGJUMEAU;GARE DE LONGJUMEAU;Longjumeau;Longjumeau;Place de la Gare 91160   Longjumeau ;91345; Longjumeau;596898;2411515;1;1;0;0;Pas de CAB;0;;1;0
87116137;LONGUEVILLE;LONGUEVILLE;GARE DE LONGUEVILLE;Longueville;Longueville;Rue de Verdun 77650 Longueville;77260; Longueville;667488;2390918;0;0;0;0;Pas de CAB;0;;1;0
87382457;LOUVECIENNES;LOUVECIENNES;GARE DE LOUVECIENNES;Louveciennes;;;78350; Louveciennes;584332;2429213;0;0;0;0;Pas de CAB;0;;1;0
87276253;LOUVRES;LOUVRES;GARE DE LOUVRES;Louvres;Louvres;Place de la Gare 95380 Louvres;95351; Louvres;612122;2450178;1;1;1;;1;0;;0;0
87758821;LOZERE;LOZERE;GARE DE LOZERE;;;;91477; Palaiseau;590803;2411961;;;;;;;;;1
87758615;LUXEMBOURG;LUXEMBOURG;LUXEMBOURG;;;;75105; Paris;600298;2427629;;;;;;;;;1
87276576;LUZARCHES;LUZARCHES;GARE DE LUZARCHES;Luzarches;Luzarches;Boulevard de La Fraternité, 95270 Luzarches;95352; Luzarches;606095;2457681;1;1;1;1;Pas de CAB;0;;1;0
87988717;LYCEE HENRI SELLIER (T4);LYCEE HENRI SELLIER;LYCEE HENRI SELLIER;;;;93046; Livry-Gargan;613090;2435392;0;0;0;1;Pas de CAB;0;;0;0
87281873;MAGENTA;MAGENTA;MAGENTA;Magenta;Magenta;160 rue La Fayette 75010 Paris;75110; Paris;601528;2431239;1;1;1;1;2;6;42;0;0
87394130;MAINTENON;MAINTENON;GARE DE MAINTENON;;;;28227; Maintenon;545086;2398780;;;;;;;;;0
87681155;MAISONS ALFORT ALFORTVILLE;MAISONS ALFORT ALFORTVILLE;GARE DE MAISONS ALFORT ALFORTVILLE;Mais. Alfort;Maisons-Alfort-Alfortville;1 Place Jean Moulin 94149 Maison Alfort;94046; Alfortville;606624;2422625;0;1;0;1;Pas de CAB;0;;1;0
87386425;MAISONS LAFFITTE;MAISONS LAFFITTE;GARE DE MAISONS LAFFITTE;Maisons-L.;Maisons-Laffitte;Place de la Libération par l'avenue du Général De Gaulle;78358; Maisons-Laffitte;585938;2438651;0;1;0;1;1;1;2;1;0
87681486;MAISSE;MAISSE;GARE DE MAISSE;Maisse;Maisse;Rue de Milly 91720 Maisse;91359; Maisse;604216;2377190;0;1;0;0;Pas de CAB;0;;1;0
87684415;MALESHERBES;MALESHERBES;GARE DE MALESHERBES;Malesherbes;;;45191; Malesherbes;604788;2366042;;;;;;;;;0
